nomor_perkara,judul,tahun,amar_putusan,url_detail,kategori_amar,jenis_Lainnya,jenis_PHPU,jenis_Pengujian UU,jenis_Sengketa Lembaga,y_dikabulkan
PUT-0210/2023,Perkara Nomor 210,2019,Tidak Diterima,https://jdih.mkri.id/detail/210,Tidak Diterima,False,False,True,False,0
PUT-0211/2023,Perkara Nomor 211,2020,Ditolak,https://jdih.mkri.id/detail/211,Ditolak,True,False,False,False,0
PUT-0212/2023,Perkara Nomor 212,2019,Ditolak,https://jdih.mkri.id/detail/212,Ditolak,False,False,False,True,0
PUT-0213/2023,Perkara Nomor 213,2019,Tidak Diterima,https://jdih.mkri.id/detail/213,Tidak Diterima,False,False,False,True,0
PUT-0214/2023,Perkara Nomor 214,2022,Ditolak,https://jdih.mkri.id/detail/214,Ditolak,False,True,False,False,0
PUT-0215/2023,Perkara Nomor 215,2020,Ditolak,https://jdih.mkri.id/detail/215,Ditolak,False,False,True,False,0
PUT-0216/2023,Perkara Nomor 216,2021,Ditolak,https://jdih.mkri.id/detail/216,Ditolak,False,False,True,False,0
PUT-0217/2023,Perkara Nomor 217,2019,Tidak Diterima,https://jdih.mkri.id/detail/217,Tidak Diterima,False,False,True,False,0
PUT-0218/2023,Perkara Nomor 218,2018,Ditolak,https://jdih.mkri.id/detail/218,Ditolak,False,False,True,False,0
PUT-0219/2023,Perkara Nomor 219,2018,Dikabulkan,https://jdih.mkri.id/detail/219,Dikabulkan,False,False,True,False,1
PUT-0220/2023,Perkara Nomor 220,2022,Dikabulkan,https://jdih.mkri.id/detail/220,Dikabulkan,False,False,True,False,1
PUT-0221/2023,Perkara Nomor 221,2022,Dikabulkan,https://jdih.mkri.id/detail/221,Dikabulkan,False,False,False,True,1
PUT-0222/2023,Perkara Nomor 222,2021,Dikabulkan,https://jdih.mkri.id/detail/222,Dikabulkan,False,True,False,False,1
PUT-0223/2023,Perkara Nomor 223,2022,Dikabulkan,https://jdih.mkri.id/detail/223,Dikabulkan,False,True,False,False,1
PUT-0224/2023,Perkara Nomor 224,2022,Tidak Diterima,https://jdih.mkri.id/detail/224,Tidak Diterima,False,True,False,False,0
PUT-0225/2023,Perkara Nomor 225,2022,Ditolak,https://jdih.mkri.id/detail/225,Ditolak,False,True,False,False,0
PUT-0226/2023,Perkara Nomor 226,2018,Tidak Diterima,https://jdih.mkri.id/detail/226,Tidak Diterima,False,False,True,False,0
PUT-0227/2023,Perkara Nomor 227,2021,Ditolak,https://jdih.mkri.id/detail/227,Ditolak,False,True,False,False,0
PUT-0228/2023,Perkara Nomor 228,2023,Tidak Diterima,https://jdih.mkri.id/detail/228,Tidak Diterima,False,False,True,False,0
PUT-0229/2023,Perkara Nomor 229,2019,Dikabulkan,https://jdih.mkri.id/detail/229,Dikabulkan,False,False,True,False,1
PUT-0230/2023,Perkara Nomor 230,2020,Ditolak,https://jdih.mkri.id/detail/230,Ditolak,False,False,True,False,0
PUT-0231/2023,Perkara Nomor 231,2018,Ditolak,https://jdih.mkri.id/detail/231,Ditolak,False,False,True,False,0
PUT-0232/2023,Perkara Nomor 232,2021,Ditolak,https://jdih.mkri.id/detail/232,Ditolak,True,False,False,False,0
PUT-0233/2023,Perkara Nomor 233,2023,Ditolak,https://jdih.mkri.id/detail/233,Ditolak,False,True,False,False,0
PUT-0234/2023,Perkara Nomor 234,2023,Ditolak,https://jdih.mkri.id/detail/234,Ditolak,False,False,False,True,0
PUT-0235/2023,Perkara Nomor 235,2023,Ditolak,https://jdih.mkri.id/detail/235,Ditolak,False,False,True,False,0
PUT-0236/2023,Perkara Nomor 236,2019,Ditolak,https://jdih.mkri.id/detail/236,Ditolak,False,True,False,False,0
PUT-0237/2023,Perkara Nomor 237,2022,Dikabulkan,https://jdih.mkri.id/detail/237,Dikabulkan,False,False,True,False,1
PUT-0238/2023,Perkara Nomor 238,2018,Dikabulkan,https://jdih.mkri.id/detail/238,Dikabulkan,False,False,True,False,1
PUT-0239/2023,Perkara Nomor 239,2022,Tidak Diterima,https://jdih.mkri.id/detail/239,Tidak Diterima,False,False,True,False,0
PUT-0240/2023,Perkara Nomor 240,2020,Tidak Diterima,https://jdih.mkri.id/detail/240,Tidak Diterima,False,True,False,False,0
PUT-0241/2023,Perkara Nomor 241,2022,Ditolak,https://jdih.mkri.id/detail/241,Ditolak,False,False,True,False,0
PUT-0242/2023,Perkara Nomor 242,2023,Ditolak,https://jdih.mkri.id/detail/242,Ditolak,False,True,False,False,0
PUT-0243/2023,Perkara Nomor 243,2021,Dikabulkan,https://jdih.mkri.id/detail/243,Dikabulkan,False,False,True,False,1
PUT-0244/2023,Perkara Nomor 244,2019,Dikabulkan,https://jdih.mkri.id/detail/244,Dikabulkan,False,True,False,False,1
PUT-0245/2023,Perkara Nomor 245,2023,Tidak Diterima,https://jdih.mkri.id/detail/245,Tidak Diterima,False,True,False,False,0
PUT-0246/2023,Perkara Nomor 246,2021,Dikabulkan,https://jdih.mkri.id/detail/246,Dikabulkan,False,False,True,False,1
PUT-0247/2023,Perkara Nomor 247,2018,Tidak Diterima,https://jdih.mkri.id/detail/247,Tidak Diterima,False,False,True,False,0
PUT-0248/2023,Perkara Nomor 248,2019,Ditolak,https://jdih.mkri.id/detail/248,Ditolak,False,False,True,False,0
PUT-0249/2023,Perkara Nomor 249,2021,Ditolak,https://jdih.mkri.id/detail/249,Ditolak,False,True,False,False,0
PUT-0250/2023,Perkara Nomor 250,2021,Ditolak,https://jdih.mkri.id/detail/250,Ditolak,False,True,False,False,0
PUT-0251/2023,Perkara Nomor 251,2021,Dikabulkan,https://jdih.mkri.id/detail/251,Dikabulkan,False,False,False,True,1
PUT-0252/2023,Perkara Nomor 252,2021,Dikabulkan,https://jdih.mkri.id/detail/252,Dikabulkan,False,False,True,False,1
PUT-0253/2023,Perkara Nomor 253,2020,Tidak Diterima,https://jdih.mkri.id/detail/253,Tidak Diterima,False,False,True,False,0
PUT-0254/2023,Perkara Nomor 254,2021,Ditolak,https://jdih.mkri.id/detail/254,Ditolak,False,True,False,False,0
PUT-0255/2023,Perkara Nomor 255,2021,Dikabulkan,https://jdih.mkri.id/detail/255,Dikabulkan,False,False,True,False,1
PUT-0256/2023,Perkara Nomor 256,2023,Dikabulkan,https://jdih.mkri.id/detail/256,Dikabulkan,False,True,False,False,1
PUT-0257/2023,Perkara Nomor 257,2023,Dikabulkan,https://jdih.mkri.id/detail/257,Dikabulkan,False,False,True,False,1
PUT-0258/2023,Perkara Nomor 258,2020,Dikabulkan,https://jdih.mkri.id/detail/258,Dikabulkan,False,True,False,False,1
PUT-0259/2023,Perkara Nomor 259,2022,Dikabulkan,https://jdih.mkri.id/detail/259,Dikabulkan,False,True,False,False,1
PUT-0260/2023,Perkara Nomor 260,2021,Dikabulkan,https://jdih.mkri.id/detail/260,Dikabulkan,False,False,True,False,1
PUT-0261/2023,Perkara Nomor 261,2021,Ditolak,https://jdih.mkri.id/detail/261,Ditolak,False,False,True,False,0
PUT-0262/2023,Perkara Nomor 262,2023,Ditolak,https://jdih.mkri.id/detail/262,Ditolak,False,False,True,False,0
PUT-0263/2023,Perkara Nomor 263,2022,Ditolak,https://jdih.mkri.id/detail/263,Ditolak,True,False,False,False,0
PUT-0264/2023,Perkara Nomor 264,2020,Tidak Diterima,https://jdih.mkri.id/detail/264,Tidak Diterima,False,True,False,False,0
PUT-0265/2023,Perkara Nomor 265,2020,Dikabulkan,https://jdih.mkri.id/detail/265,Dikabulkan,False,True,False,False,1
PUT-0266/2023,Perkara Nomor 266,2022,Dikabulkan,https://jdih.mkri.id/detail/266,Dikabulkan,True,False,False,False,1
PUT-0267/2023,Perkara Nomor 267,2022,Tidak Diterima,https://jdih.mkri.id/detail/267,Tidak Diterima,False,True,False,False,0
PUT-0268/2023,Perkara Nomor 268,2023,Dikabulkan,https://jdih.mkri.id/detail/268,Dikabulkan,False,False,True,False,1
PUT-0269/2023,Perkara Nomor 269,2020,Tidak Diterima,https://jdih.mkri.id/detail/269,Tidak Diterima,False,True,False,False,0
PUT-0270/2023,Perkara Nomor 270,2018,Dikabulkan,https://jdih.mkri.id/detail/270,Dikabulkan,False,False,True,False,1
PUT-0271/2023,Perkara Nomor 271,2021,Ditolak,https://jdih.mkri.id/detail/271,Ditolak,False,True,False,False,0
PUT-0272/2023,Perkara Nomor 272,2021,Tidak Diterima,https://jdih.mkri.id/detail/272,Tidak Diterima,False,False,True,False,0
PUT-0273/2023,Perkara Nomor 273,2021,Ditolak,https://jdih.mkri.id/detail/273,Ditolak,False,False,False,True,0
PUT-0274/2023,Perkara Nomor 274,2022,Tidak Diterima,https://jdih.mkri.id/detail/274,Tidak Diterima,False,False,True,False,0
PUT-0275/2023,Perkara Nomor 275,2023,Tidak Diterima,https://jdih.mkri.id/detail/275,Tidak Diterima,False,False,True,False,0
PUT-0276/2023,Perkara Nomor 276,2018,Tidak Diterima,https://jdih.mkri.id/detail/276,Tidak Diterima,False,False,False,True,0
PUT-0277/2023,Perkara Nomor 277,2021,Ditolak,https://jdih.mkri.id/detail/277,Ditolak,False,False,True,False,0
PUT-0278/2023,Perkara Nomor 278,2018,Dikabulkan,https://jdih.mkri.id/detail/278,Dikabulkan,False,False,True,False,1
PUT-0279/2023,Perkara Nomor 279,2023,Ditolak,https://jdih.mkri.id/detail/279,Ditolak,False,False,False,True,0
PUT-0280/2023,Perkara Nomor 280,2020,Ditolak,https://jdih.mkri.id/detail/280,Ditolak,False,True,False,False,0
PUT-0281/2023,Perkara Nomor 281,2020,Ditolak,https://jdih.mkri.id/detail/281,Ditolak,False,False,True,False,0
PUT-0282/2023,Perkara Nomor 282,2023,Dikabulkan,https://jdih.mkri.id/detail/282,Dikabulkan,False,False,True,False,1
PUT-0283/2023,Perkara Nomor 283,2020,Tidak Diterima,https://jdih.mkri.id/detail/283,Tidak Diterima,False,False,True,False,0
PUT-0284/2023,Perkara Nomor 284,2019,Ditolak,https://jdih.mkri.id/detail/284,Ditolak,False,True,False,False,0
PUT-0285/2023,Perkara Nomor 285,2021,Dikabulkan,https://jdih.mkri.id/detail/285,Dikabulkan,False,False,True,False,1
PUT-0286/2023,Perkara Nomor 286,2019,Dikabulkan,https://jdih.mkri.id/detail/286,Dikabulkan,False,True,False,False,1
PUT-0287/2023,Perkara Nomor 287,2020,Ditolak,https://jdih.mkri.id/detail/287,Ditolak,False,True,False,False,0
PUT-0288/2023,Perkara Nomor 288,2022,Tidak Diterima,https://jdih.mkri.id/detail/288,Tidak Diterima,True,False,False,False,0
PUT-0289/2023,Perkara Nomor 289,2018,Tidak Diterima,https://jdih.mkri.id/detail/289,Tidak Diterima,False,False,True,False,0
PUT-0290/2023,Perkara Nomor 290,2020,Ditolak,https://jdih.mkri.id/detail/290,Ditolak,False,True,False,False,0
PUT-0291/2023,Perkara Nomor 291,2021,Dikabulkan,https://jdih.mkri.id/detail/291,Dikabulkan,False,False,True,False,1
PUT-0292/2023,Perkara Nomor 292,2018,Tidak Diterima,https://jdih.mkri.id/detail/292,Tidak Diterima,False,True,False,False,0
PUT-0293/2023,Perkara Nomor 293,2022,Dikabulkan,https://jdih.mkri.id/detail/293,Dikabulkan,False,False,True,False,1
PUT-0294/2023,Perkara Nomor 294,2022,Tidak Diterima,https://jdih.mkri.id/detail/294,Tidak Diterima,False,False,True,False,0
PUT-0295/2023,Perkara Nomor 295,2023,Tidak Diterima,https://jdih.mkri.id/detail/295,Tidak Diterima,False,False,False,True,0
PUT-0296/2023,Perkara Nomor 296,2021,Ditolak,https://jdih.mkri.id/detail/296,Ditolak,False,False,True,False,0
PUT-0297/2023,Perkara Nomor 297,2023,Tidak Diterima,https://jdih.mkri.id/detail/297,Tidak Diterima,False,True,False,False,0
PUT-0298/2023,Perkara Nomor 298,2021,Ditolak,https://jdih.mkri.id/detail/298,Ditolak,False,False,True,False,0
PUT-0299/2023,Perkara Nomor 299,2018,Ditolak,https://jdih.mkri.id/detail/299,Ditolak,False,False,True,False,0
PUT-0300/2023,Perkara Nomor 300,2021,Ditolak,https://jdih.mkri.id/detail/300,Ditolak,False,False,True,False,0
PUT-0301/2023,Perkara Nomor 301,2021,Dikabulkan,https://jdih.mkri.id/detail/301,Dikabulkan,True,False,False,False,1
PUT-0302/2023,Perkara Nomor 302,2022,Dikabulkan,https://jdih.mkri.id/detail/302,Dikabulkan,False,False,True,False,1
PUT-0303/2023,Perkara Nomor 303,2020,Ditolak,https://jdih.mkri.id/detail/303,Ditolak,False,False,True,False,0
PUT-0304/2023,Perkara Nomor 304,2021,Dikabulkan,https://jdih.mkri.id/detail/304,Dikabulkan,False,False,True,False,1
PUT-0305/2023,Perkara Nomor 305,2022,Ditolak,https://jdih.mkri.id/detail/305,Ditolak,False,True,False,False,0
PUT-0306/2023,Perkara Nomor 306,2022,Dikabulkan,https://jdih.mkri.id/detail/306,Dikabulkan,False,False,True,False,1
PUT-0307/2023,Perkara Nomor 307,2021,Dikabulkan,https://jdih.mkri.id/detail/307,Dikabulkan,False,True,False,False,1
PUT-0308/2023,Perkara Nomor 308,2022,Dikabulkan,https://jdih.mkri.id/detail/308,Dikabulkan,False,False,True,False,1
PUT-0309/2023,Perkara Nomor 309,2021,Ditolak,https://jdih.mkri.id/detail/309,Ditolak,False,True,False,False,0
PUT-0310/2023,Perkara Nomor 310,2020,Tidak Diterima,https://jdih.mkri.id/detail/310,Tidak Diterima,True,False,False,False,0
PUT-0311/2023,Perkara Nomor 311,2022,Dikabulkan,https://jdih.mkri.id/detail/311,Dikabulkan,False,False,True,False,1
PUT-0312/2023,Perkara Nomor 312,2022,Ditolak,https://jdih.mkri.id/detail/312,Ditolak,False,True,False,False,0
PUT-0313/2023,Perkara Nomor 313,2022,Dikabulkan,https://jdih.mkri.id/detail/313,Dikabulkan,True,False,False,False,1
PUT-0314/2023,Perkara Nomor 314,2022,Tidak Diterima,https://jdih.mkri.id/detail/314,Tidak Diterima,False,False,True,False,0
PUT-0315/2023,Perkara Nomor 315,2018,Tidak Diterima,https://jdih.mkri.id/detail/315,Tidak Diterima,False,False,True,False,0
PUT-0316/2023,Perkara Nomor 316,2020,Ditolak,https://jdih.mkri.id/detail/316,Ditolak,False,False,True,False,0
PUT-0317/2023,Perkara Nomor 317,2020,Dikabulkan,https://jdih.mkri.id/detail/317,Dikabulkan,False,False,True,False,1
PUT-0318/2023,Perkara Nomor 318,2019,Dikabulkan,https://jdih.mkri.id/detail/318,Dikabulkan,False,True,False,False,1
PUT-0319/2023,Perkara Nomor 319,2023,Dikabulkan,https://jdih.mkri.id/detail/319,Dikabulkan,False,True,False,False,1
PUT-0320/2023,Perkara Nomor 320,2018,Dikabulkan,https://jdih.mkri.id/detail/320,Dikabulkan,False,True,False,False,1
PUT-0321/2023,Perkara Nomor 321,2020,Dikabulkan,https://jdih.mkri.id/detail/321,Dikabulkan,False,True,False,False,1
PUT-0322/2023,Perkara Nomor 322,2021,Ditolak,https://jdih.mkri.id/detail/322,Ditolak,False,False,True,False,0
PUT-0323/2023,Perkara Nomor 323,2018,Ditolak,https://jdih.mkri.id/detail/323,Ditolak,False,True,False,False,0
PUT-0324/2023,Perkara Nomor 324,2021,Dikabulkan,https://jdih.mkri.id/detail/324,Dikabulkan,False,True,False,False,1
PUT-0325/2023,Perkara Nomor 325,2020,Dikabulkan,https://jdih.mkri.id/detail/325,Dikabulkan,False,True,False,False,1
PUT-0326/2023,Perkara Nomor 326,2021,Ditolak,https://jdih.mkri.id/detail/326,Ditolak,False,False,True,False,0
PUT-0327/2023,Perkara Nomor 327,2018,Ditolak,https://jdih.mkri.id/detail/327,Ditolak,False,False,True,False,0
PUT-0328/2023,Perkara Nomor 328,2022,Ditolak,https://jdih.mkri.id/detail/328,Ditolak,False,False,True,False,0
PUT-0329/2023,Perkara Nomor 329,2020,Ditolak,https://jdih.mkri.id/detail/329,Ditolak,True,False,False,False,0
PUT-0330/2023,Perkara Nomor 330,2019,Dikabulkan,https://jdih.mkri.id/detail/330,Dikabulkan,False,False,True,False,1
PUT-0331/2023,Perkara Nomor 331,2020,Tidak Diterima,https://jdih.mkri.id/detail/331,Tidak Diterima,False,False,True,False,0
PUT-0332/2023,Perkara Nomor 332,2020,Tidak Diterima,https://jdih.mkri.id/detail/332,Tidak Diterima,False,False,False,True,0
PUT-0333/2023,Perkara Nomor 333,2021,Tidak Diterima,https://jdih.mkri.id/detail/333,Tidak Diterima,False,False,True,False,0
PUT-0334/2023,Perkara Nomor 334,2021,Tidak Diterima,https://jdih.mkri.id/detail/334,Tidak Diterima,False,True,False,False,0
PUT-0335/2023,Perkara Nomor 335,2020,Ditolak,https://jdih.mkri.id/detail/335,Ditolak,True,False,False,False,0
PUT-0336/2023,Perkara Nomor 336,2023,Dikabulkan,https://jdih.mkri.id/detail/336,Dikabulkan,False,True,False,False,1
PUT-0337/2023,Perkara Nomor 337,2020,Ditolak,https://jdih.mkri.id/detail/337,Ditolak,False,False,True,False,0
PUT-0338/2023,Perkara Nomor 338,2020,Ditolak,https://jdih.mkri.id/detail/338,Ditolak,False,False,True,False,0
PUT-0339/2023,Perkara Nomor 339,2021,Tidak Diterima,https://jdih.mkri.id/detail/339,Tidak Diterima,False,True,False,False,0
PUT-0340/2023,Perkara Nomor 340,2021,Dikabulkan,https://jdih.mkri.id/detail/340,Dikabulkan,False,True,False,False,1
PUT-0341/2023,Perkara Nomor 341,2022,Ditolak,https://jdih.mkri.id/detail/341,Ditolak,False,True,False,False,0
PUT-0342/2023,Perkara Nomor 342,2020,Ditolak,https://jdih.mkri.id/detail/342,Ditolak,False,False,True,False,0
PUT-0343/2023,Perkara Nomor 343,2018,Dikabulkan,https://jdih.mkri.id/detail/343,Dikabulkan,False,False,False,True,1
PUT-0344/2023,Perkara Nomor 344,2020,Ditolak,https://jdih.mkri.id/detail/344,Ditolak,False,False,True,False,0
PUT-0345/2023,Perkara Nomor 345,2021,Tidak Diterima,https://jdih.mkri.id/detail/345,Tidak Diterima,False,True,False,False,0
PUT-0346/2023,Perkara Nomor 346,2021,Ditolak,https://jdih.mkri.id/detail/346,Ditolak,False,False,True,False,0
PUT-0347/2023,Perkara Nomor 347,2019,Tidak Diterima,https://jdih.mkri.id/detail/347,Tidak Diterima,False,False,True,False,0
PUT-0348/2023,Perkara Nomor 348,2023,Dikabulkan,https://jdih.mkri.id/detail/348,Dikabulkan,False,False,True,False,1
PUT-0349/2023,Perkara Nomor 349,2022,Dikabulkan,https://jdih.mkri.id/detail/349,Dikabulkan,False,False,True,False,1
PUT-0350/2023,Perkara Nomor 350,2020,Tidak Diterima,https://jdih.mkri.id/detail/350,Tidak Diterima,False,False,True,False,0
PUT-0351/2023,Perkara Nomor 351,2022,Ditolak,https://jdih.mkri.id/detail/351,Ditolak,False,False,True,False,0
PUT-0352/2023,Perkara Nomor 352,2023,Tidak Diterima,https://jdih.mkri.id/detail/352,Tidak Diterima,False,True,False,False,0
PUT-0353/2023,Perkara Nomor 353,2018,Dikabulkan,https://jdih.mkri.id/detail/353,Dikabulkan,False,False,True,False,1
PUT-0354/2023,Perkara Nomor 354,2019,Dikabulkan,https://jdih.mkri.id/detail/354,Dikabulkan,False,True,False,False,1
PUT-0355/2023,Perkara Nomor 355,2020,Tidak Diterima,https://jdih.mkri.id/detail/355,Tidak Diterima,True,False,False,False,0
PUT-0356/2023,Perkara Nomor 356,2020,Ditolak,https://jdih.mkri.id/detail/356,Ditolak,False,False,True,False,0
PUT-0357/2023,Perkara Nomor 357,2022,Tidak Diterima,https://jdih.mkri.id/detail/357,Tidak Diterima,True,False,False,False,0
PUT-0358/2023,Perkara Nomor 358,2018,Tidak Diterima,https://jdih.mkri.id/detail/358,Tidak Diterima,False,True,False,False,0
PUT-0359/2023,Perkara Nomor 359,2020,Dikabulkan,https://jdih.mkri.id/detail/359,Dikabulkan,False,False,True,False,1
PUT-0360/2023,Perkara Nomor 360,2022,Ditolak,https://jdih.mkri.id/detail/360,Ditolak,False,True,False,False,0
PUT-0361/2023,Perkara Nomor 361,2022,Tidak Diterima,https://jdih.mkri.id/detail/361,Tidak Diterima,False,False,True,False,0
PUT-0362/2023,Perkara Nomor 362,2021,Ditolak,https://jdih.mkri.id/detail/362,Ditolak,True,False,False,False,0
PUT-0363/2023,Perkara Nomor 363,2018,Dikabulkan,https://jdih.mkri.id/detail/363,Dikabulkan,False,False,True,False,1
PUT-0364/2023,Perkara Nomor 364,2021,Dikabulkan,https://jdih.mkri.id/detail/364,Dikabulkan,False,True,False,False,1
PUT-0365/2023,Perkara Nomor 365,2021,Ditolak,https://jdih.mkri.id/detail/365,Ditolak,False,False,False,True,0
PUT-0366/2023,Perkara Nomor 366,2020,Tidak Diterima,https://jdih.mkri.id/detail/366,Tidak Diterima,False,False,True,False,0
PUT-0367/2023,Perkara Nomor 367,2020,Dikabulkan,https://jdih.mkri.id/detail/367,Dikabulkan,False,True,False,False,1
PUT-0368/2023,Perkara Nomor 368,2021,Tidak Diterima,https://jdih.mkri.id/detail/368,Tidak Diterima,False,True,False,False,0
PUT-0369/2023,Perkara Nomor 369,2019,Tidak Diterima,https://jdih.mkri.id/detail/369,Tidak Diterima,False,False,True,False,0
PUT-0370/2023,Perkara Nomor 370,2021,Tidak Diterima,https://jdih.mkri.id/detail/370,Tidak Diterima,True,False,False,False,0
PUT-0371/2023,Perkara Nomor 371,2022,Dikabulkan,https://jdih.mkri.id/detail/371,Dikabulkan,True,False,False,False,1
PUT-0372/2023,Perkara Nomor 372,2019,Ditolak,https://jdih.mkri.id/detail/372,Ditolak,False,False,True,False,0
PUT-0373/2023,Perkara Nomor 373,2022,Tidak Diterima,https://jdih.mkri.id/detail/373,Tidak Diterima,False,True,False,False,0
PUT-0374/2023,Perkara Nomor 374,2022,Dikabulkan,https://jdih.mkri.id/detail/374,Dikabulkan,False,True,False,False,1
PUT-0375/2023,Perkara Nomor 375,2021,Dikabulkan,https://jdih.mkri.id/detail/375,Dikabulkan,False,True,False,False,1
PUT-0376/2023,Perkara Nomor 376,2018,Tidak Diterima,https://jdih.mkri.id/detail/376,Tidak Diterima,False,True,False,False,0
PUT-0377/2023,Perkara Nomor 377,2023,Dikabulkan,https://jdih.mkri.id/detail/377,Dikabulkan,False,True,False,False,1
PUT-0378/2023,Perkara Nomor 378,2022,Tidak Diterima,https://jdih.mkri.id/detail/378,Tidak Diterima,False,True,False,False,0
PUT-0379/2023,Perkara Nomor 379,2018,Dikabulkan,https://jdih.mkri.id/detail/379,Dikabulkan,False,False,True,False,1
PUT-0380/2023,Perkara Nomor 380,2022,Ditolak,https://jdih.mkri.id/detail/380,Ditolak,False,True,False,False,0
PUT-0381/2023,Perkara Nomor 381,2023,Tidak Diterima,https://jdih.mkri.id/detail/381,Tidak Diterima,False,True,False,False,0
PUT-0382/2023,Perkara Nomor 382,2020,Dikabulkan,https://jdih.mkri.id/detail/382,Dikabulkan,False,True,False,False,1
PUT-0383/2023,Perkara Nomor 383,2019,Tidak Diterima,https://jdih.mkri.id/detail/383,Tidak Diterima,False,False,True,False,0
PUT-0384/2023,Perkara Nomor 384,2022,Dikabulkan,https://jdih.mkri.id/detail/384,Dikabulkan,False,True,False,False,1
PUT-0385/2023,Perkara Nomor 385,2019,Ditolak,https://jdih.mkri.id/detail/385,Ditolak,False,False,True,False,0
PUT-0386/2023,Perkara Nomor 386,2019,Ditolak,https://jdih.mkri.id/detail/386,Ditolak,False,False,False,True,0
PUT-0387/2023,Perkara Nomor 387,2020,Dikabulkan,https://jdih.mkri.id/detail/387,Dikabulkan,False,False,True,False,1
PUT-0388/2023,Perkara Nomor 388,2018,Dikabulkan,https://jdih.mkri.id/detail/388,Dikabulkan,False,False,False,True,1
PUT-0389/2023,Perkara Nomor 389,2023,Ditolak,https://jdih.mkri.id/detail/389,Ditolak,False,False,True,False,0
PUT-0390/2023,Perkara Nomor 390,2023,Ditolak,https://jdih.mkri.id/detail/390,Ditolak,False,False,False,True,0
PUT-0391/2023,Perkara Nomor 391,2021,Dikabulkan,https://jdih.mkri.id/detail/391,Dikabulkan,False,True,False,False,1
PUT-0392/2023,Perkara Nomor 392,2019,Tidak Diterima,https://jdih.mkri.id/detail/392,Tidak Diterima,False,False,True,False,0
PUT-0393/2023,Perkara Nomor 393,2018,Ditolak,https://jdih.mkri.id/detail/393,Ditolak,False,False,False,True,0
PUT-0394/2023,Perkara Nomor 394,2021,Tidak Diterima,https://jdih.mkri.id/detail/394,Tidak Diterima,False,False,True,False,0
PUT-0395/2023,Perkara Nomor 395,2022,Ditolak,https://jdih.mkri.id/detail/395,Ditolak,False,False,True,False,0
PUT-0396/2023,Perkara Nomor 396,2020,Tidak Diterima,https://jdih.mkri.id/detail/396,Tidak Diterima,False,True,False,False,0
PUT-0397/2023,Perkara Nomor 397,2020,Dikabulkan,https://jdih.mkri.id/detail/397,Dikabulkan,False,False,True,False,1
PUT-0398/2023,Perkara Nomor 398,2018,Ditolak,https://jdih.mkri.id/detail/398,Ditolak,False,False,True,False,0
PUT-0399/2023,Perkara Nomor 399,2021,Ditolak,https://jdih.mkri.id/detail/399,Ditolak,True,False,False,False,0
PUT-0400/2023,Perkara Nomor 400,2018,Ditolak,https://jdih.mkri.id/detail/400,Ditolak,False,True,False,False,0
PUT-0401/2023,Perkara Nomor 401,2021,Dikabulkan,https://jdih.mkri.id/detail/401,Dikabulkan,True,False,False,False,1
PUT-0402/2023,Perkara Nomor 402,2022,Ditolak,https://jdih.mkri.id/detail/402,Ditolak,False,False,True,False,0
PUT-0403/2023,Perkara Nomor 403,2022,Tidak Diterima,https://jdih.mkri.id/detail/403,Tidak Diterima,False,False,True,False,0
PUT-0404/2023,Perkara Nomor 404,2021,Tidak Diterima,https://jdih.mkri.id/detail/404,Tidak Diterima,False,False,True,False,0
PUT-0405/2023,Perkara Nomor 405,2021,Ditolak,https://jdih.mkri.id/detail/405,Ditolak,False,True,False,False,0
PUT-0406/2023,Perkara Nomor 406,2022,Ditolak,https://jdih.mkri.id/detail/406,Ditolak,False,False,True,False,0
PUT-0407/2023,Perkara Nomor 407,2020,Dikabulkan,https://jdih.mkri.id/detail/407,Dikabulkan,True,False,False,False,1
PUT-0408/2023,Perkara Nomor 408,2023,Ditolak,https://jdih.mkri.id/detail/408,Ditolak,False,True,False,False,0
PUT-0409/2023,Perkara Nomor 409,2022,Tidak Diterima,https://jdih.mkri.id/detail/409,Tidak Diterima,False,True,False,False,0
PUT-0410/2023,Perkara Nomor 410,2020,Ditolak,https://jdih.mkri.id/detail/410,Ditolak,False,True,False,False,0
PUT-0411/2023,Perkara Nomor 411,2019,Dikabulkan,https://jdih.mkri.id/detail/411,Dikabulkan,False,False,True,False,1
PUT-0412/2023,Perkara Nomor 412,2021,Ditolak,https://jdih.mkri.id/detail/412,Ditolak,False,True,False,False,0
PUT-0413/2023,Perkara Nomor 413,2023,Ditolak,https://jdih.mkri.id/detail/413,Ditolak,False,False,True,False,0
PUT-0414/2023,Perkara Nomor 414,2018,Ditolak,https://jdih.mkri.id/detail/414,Ditolak,False,True,False,False,0
PUT-0415/2023,Perkara Nomor 415,2018,Tidak Diterima,https://jdih.mkri.id/detail/415,Tidak Diterima,False,False,True,False,0
PUT-0416/2023,Perkara Nomor 416,2023,Ditolak,https://jdih.mkri.id/detail/416,Ditolak,False,True,False,False,0
PUT-0417/2023,Perkara Nomor 417,2023,Ditolak,https://jdih.mkri.id/detail/417,Ditolak,False,False,False,True,0
PUT-0418/2023,Perkara Nomor 418,2022,Tidak Diterima,https://jdih.mkri.id/detail/418,Tidak Diterima,False,False,True,False,0
PUT-0419/2023,Perkara Nomor 419,2021,Tidak Diterima,https://jdih.mkri.id/detail/419,Tidak Diterima,False,False,True,False,0
